species,PA,bio12,bio1
Hemidactylium_scutatum,0,1104,109
Hemidactylium_scutatum,0,1096,83
Hemidactylium_scutatum,0,1120,91
Hemidactylium_scutatum,0,838,71
Hemidactylium_scutatum,0,1100,118
Hemidactylium_scutatum,0,1209,162
Hemidactylium_scutatum,0,791,85
Hemidactylium_scutatum,0,999,111
Hemidactylium_scutatum,0,1105,64
Hemidactylium_scutatum,0,1236,127
Hemidactylium_scutatum,0,1414,187
Hemidactylium_scutatum,0,1006,116
Hemidactylium_scutatum,0,1409,129
Hemidactylium_scutatum,0,1431,140
Hemidactylium_scutatum,0,1336,155
Hemidactylium_scutatum,0,1510,197
Hemidactylium_scutatum,0,969,105
Hemidactylium_scutatum,0,1317,103
Hemidactylium_scutatum,0,1260,105
Hemidactylium_scutatum,0,1194,157
Hemidactylium_scutatum,0,1212,94
Hemidactylium_scutatum,0,1367,101
Hemidactylium_scutatum,0,1086,119
Hemidactylium_scutatum,0,1103,116
Hemidactylium_scutatum,0,1045,98
Hemidactylium_scutatum,0,1330,113
Hemidactylium_scutatum,0,1175,59
Hemidactylium_scutatum,0,1534,117
Hemidactylium_scutatum,0,1203,160
Hemidactylium_scutatum,0,1552,124
Hemidactylium_scutatum,0,1314,159
Hemidactylium_scutatum,0,1421,154
Hemidactylium_scutatum,0,1034,105
Hemidactylium_scutatum,0,1079,125
Hemidactylium_scutatum,0,948,75
Hemidactylium_scutatum,0,1626,191
Hemidactylium_scutatum,0,1436,194
Hemidactylium_scutatum,0,1311,158
Hemidactylium_scutatum,0,1547,184
Hemidactylium_scutatum,0,1446,148
Hemidactylium_scutatum,0,932,99
Hemidactylium_scutatum,0,981,75
Hemidactylium_scutatum,0,1153,184
Hemidactylium_scutatum,0,1333,56
Hemidactylium_scutatum,0,1381,175
Hemidactylium_scutatum,0,1114,97
Hemidactylium_scutatum,0,1105,64
Hemidactylium_scutatum,0,1051,111
Hemidactylium_scutatum,0,1149,118
Hemidactylium_scutatum,0,1130,120
Hemidactylium_scutatum,0,1203,156
Hemidactylium_scutatum,0,1282,101
Hemidactylium_scutatum,0,1499,180
Hemidactylium_scutatum,0,1361,159
Hemidactylium_scutatum,0,1107,100
Hemidactylium_scutatum,0,1467,145
Hemidactylium_scutatum,0,1407,103
Hemidactylium_scutatum,0,1131,143
Hemidactylium_scutatum,0,1448,167
Hemidactylium_scutatum,0,1097,126
Hemidactylium_scutatum,0,1406,102
Hemidactylium_scutatum,0,1438,142
Hemidactylium_scutatum,0,1134,150
Hemidactylium_scutatum,0,1501,141
Hemidactylium_scutatum,0,1538,191
Hemidactylium_scutatum,0,1304,151
Hemidactylium_scutatum,0,1447,153
Hemidactylium_scutatum,0,1043,106
Hemidactylium_scutatum,0,1643,113
Hemidactylium_scutatum,0,1086,140
Hemidactylium_scutatum,0,1284,95
Hemidactylium_scutatum,0,1164,146
Hemidactylium_scutatum,0,1336,49
Hemidactylium_scutatum,0,1034,100
Hemidactylium_scutatum,0,1020,125
Hemidactylium_scutatum,0,1057,132
Hemidactylium_scutatum,0,944,102
Hemidactylium_scutatum,0,1170,121
Hemidactylium_scutatum,0,828,76
Hemidactylium_scutatum,0,1232,104
Hemidactylium_scutatum,0,832,67
Hemidactylium_scutatum,0,1550,85
Hemidactylium_scutatum,0,1088,93
Hemidactylium_scutatum,0,1150,138
Hemidactylium_scutatum,0,1347,140
Hemidactylium_scutatum,0,1623,188
Hemidactylium_scutatum,0,947,69
Hemidactylium_scutatum,0,976,102
Hemidactylium_scutatum,0,1552,192
Hemidactylium_scutatum,0,1190,113
Hemidactylium_scutatum,0,1066,121
Hemidactylium_scutatum,0,1107,88
Hemidactylium_scutatum,0,1152,148
Hemidactylium_scutatum,0,1194,137
Hemidactylium_scutatum,0,949,105
Hemidactylium_scutatum,0,1104,122
Hemidactylium_scutatum,0,1325,38
Hemidactylium_scutatum,0,1079,110
Hemidactylium_scutatum,0,1085,109
Hemidactylium_scutatum,0,1181,104
Hemidactylium_scutatum,0,1213,43
Hemidactylium_scutatum,0,1376,150
Hemidactylium_scutatum,0,1667,115
Hemidactylium_scutatum,0,1453,168
Hemidactylium_scutatum,0,1321,180
Hemidactylium_scutatum,0,1113,110
Hemidactylium_scutatum,0,1548,194
Hemidactylium_scutatum,0,1435,102
Hemidactylium_scutatum,0,1104,114
Hemidactylium_scutatum,0,1344,154
Hemidactylium_scutatum,0,1333,140
Hemidactylium_scutatum,0,1061,119
Hemidactylium_scutatum,0,1151,112
Hemidactylium_scutatum,0,1403,173
Hemidactylium_scutatum,0,1712,99
Hemidactylium_scutatum,0,1439,144
Hemidactylium_scutatum,0,1235,103
Hemidactylium_scutatum,0,872,59
Hemidactylium_scutatum,0,1653,101
Hemidactylium_scutatum,0,1328,126
Hemidactylium_scutatum,0,1119,91
Hemidactylium_scutatum,0,1059,131
Hemidactylium_scutatum,0,1143,123
Hemidactylium_scutatum,0,1196,132
Hemidactylium_scutatum,0,1100,125
Hemidactylium_scutatum,0,1519,197
Hemidactylium_scutatum,0,1061,114
Hemidactylium_scutatum,0,1408,110
Hemidactylium_scutatum,0,1476,153
Hemidactylium_scutatum,0,1154,144
Hemidactylium_scutatum,0,1120,120
Hemidactylium_scutatum,0,1550,85
Hemidactylium_scutatum,0,986,101
Hemidactylium_scutatum,0,1097,118
Hemidactylium_scutatum,0,1218,124
Hemidactylium_scutatum,0,980,83
Hemidactylium_scutatum,0,1279,162
Hemidactylium_scutatum,0,999,111
Hemidactylium_scutatum,0,1325,160
Hemidactylium_scutatum,0,1483,135
Hemidactylium_scutatum,0,1553,126
Hemidactylium_scutatum,0,898,75
Hemidactylium_scutatum,0,1426,192
Hemidactylium_scutatum,0,1132,131
Hemidactylium_scutatum,0,945,101
Hemidactylium_scutatum,0,1035,60
Hemidactylium_scutatum,0,1022,133
Hemidactylium_scutatum,0,1146,153
Hemidactylium_scutatum,0,1159,70
Hemidactylium_scutatum,0,1186,157
Hemidactylium_scutatum,0,1352,147
Hemidactylium_scutatum,0,1408,153
Hemidactylium_scutatum,0,1311,126
Hemidactylium_scutatum,0,1390,106
Hemidactylium_scutatum,0,1587,190
Hemidactylium_scutatum,0,1378,110
Hemidactylium_scutatum,0,1039,99
Hemidactylium_scutatum,0,1364,139
Hemidactylium_scutatum,0,762,202
Hemidactylium_scutatum,0,1445,104
Hemidactylium_scutatum,0,828,193
Hemidactylium_scutatum,0,1077,130
Hemidactylium_scutatum,0,1115,99
Hemidactylium_scutatum,0,1557,193
Hemidactylium_scutatum,0,866,57
Hemidactylium_scutatum,0,1431,151
Hemidactylium_scutatum,0,1163,99
Hemidactylium_scutatum,0,1055,103
Hemidactylium_scutatum,0,1232,106
Hemidactylium_scutatum,0,952,97
Hemidactylium_scutatum,0,1197,94
Hemidactylium_scutatum,0,1083,114
Hemidactylium_scutatum,0,1320,107
Hemidactylium_scutatum,0,1337,110
Hemidactylium_scutatum,0,1223,99
Hemidactylium_scutatum,0,1269,157
Hemidactylium_scutatum,0,1559,193
Hemidactylium_scutatum,0,1364,152
Hemidactylium_scutatum,0,1232,104
Hemidactylium_scutatum,0,1690,109
Hemidactylium_scutatum,0,1661,126
Hemidactylium_scutatum,0,1107,84
Hemidactylium_scutatum,0,1321,187
Hemidactylium_scutatum,0,1096,99
Hemidactylium_scutatum,0,1106,76
Hemidactylium_scutatum,0,1472,98
Hemidactylium_scutatum,0,1065,124
Hemidactylium_scutatum,0,1590,99
Hemidactylium_scutatum,0,1280,141
Hemidactylium_scutatum,0,1057,129
Hemidactylium_scutatum,0,1117,141
Hemidactylium_scutatum,0,1090,65
Hemidactylium_scutatum,0,1016,90
Hemidactylium_scutatum,0,880,65
Hemidactylium_scutatum,0,1372,85
Hemidactylium_scutatum,0,1099,106
Hemidactylium_scutatum,0,1119,102
Hemidactylium_scutatum,0,1142,146
Hemidactylium_scutatum,0,1546,133
Hemidactylium_scutatum,0,1290,89
Hemidactylium_scutatum,0,1236,108
Hemidactylium_scutatum,0,1152,153
Hemidactylium_scutatum,0,1422,154
Hemidactylium_scutatum,0,1202,177
Hemidactylium_scutatum,0,1130,50
Hemidactylium_scutatum,0,922,69
Hemidactylium_scutatum,0,1417,156
Hemidactylium_scutatum,0,1352,188
Hemidactylium_scutatum,0,1023,56
Hemidactylium_scutatum,0,1153,138
Hemidactylium_scutatum,0,1083,132
Hemidactylium_scutatum,0,1063,89
Hemidactylium_scutatum,0,1330,89
Hemidactylium_scutatum,0,1203,99
Hemidactylium_scutatum,0,778,192
Hemidactylium_scutatum,0,1710,110
Hemidactylium_scutatum,0,956,96
Hemidactylium_scutatum,0,1447,99
Hemidactylium_scutatum,0,1063,107
Hemidactylium_scutatum,0,1079,118
Hemidactylium_scutatum,0,1137,153
Hemidactylium_scutatum,0,1466,94
Hemidactylium_scutatum,0,1108,113
Hemidactylium_scutatum,0,1690,109
Hemidactylium_scutatum,0,1118,93
Hemidactylium_scutatum,0,1284,95
Hemidactylium_scutatum,0,1103,114
Hemidactylium_scutatum,0,1284,191
Hemidactylium_scutatum,0,1430,158
Hemidactylium_scutatum,0,1238,99
Hemidactylium_scutatum,0,967,57
Hemidactylium_scutatum,0,1399,155
Hemidactylium_scutatum,0,974,112
Hemidactylium_scutatum,0,1055,129
Hemidactylium_scutatum,0,946,71
Hemidactylium_scutatum,0,1091,140
Hemidactylium_scutatum,0,1126,95
Hemidactylium_scutatum,0,1390,101
Hemidactylium_scutatum,0,1500,141
Hemidactylium_scutatum,0,1066,134
Hemidactylium_scutatum,0,1027,111
Hemidactylium_scutatum,0,1255,138
Hemidactylium_scutatum,0,1635,193
Hemidactylium_scutatum,0,1214,140
Hemidactylium_scutatum,0,1217,127
Hemidactylium_scutatum,0,1048,69
Hemidactylium_scutatum,0,1069,124
Hemidactylium_scutatum,0,1505,196
Hemidactylium_scutatum,0,1485,194
Hemidactylium_scutatum,0,1177,97
Hemidactylium_scutatum,0,1069,87
Hemidactylium_scutatum,0,1488,193
Hemidactylium_scutatum,0,1446,165
Hemidactylium_scutatum,0,952,105
Hemidactylium_scutatum,0,1062,98
Hemidactylium_scutatum,0,1371,172
Hemidactylium_scutatum,0,1366,138
Hemidactylium_scutatum,0,1713,90
Hemidactylium_scutatum,0,1291,98
Hemidactylium_scutatum,0,1342,77
Hemidactylium_scutatum,0,954,61
Hemidactylium_scutatum,0,1428,169
Hemidactylium_scutatum,0,1003,91
Hemidactylium_scutatum,0,915,70
Hemidactylium_scutatum,0,1124,79
Hemidactylium_scutatum,0,944,98
Hemidactylium_scutatum,0,1052,107
Hemidactylium_scutatum,0,1148,153
Hemidactylium_scutatum,0,1306,126
Hemidactylium_scutatum,0,1067,107
Hemidactylium_scutatum,0,1085,98
Hemidactylium_scutatum,0,1415,104
Hemidactylium_scutatum,0,1476,154
Hemidactylium_scutatum,0,1476,143
Hemidactylium_scutatum,0,992,119
Hemidactylium_scutatum,0,1194,143
Hemidactylium_scutatum,0,1422,75
Hemidactylium_scutatum,0,1550,85
Hemidactylium_scutatum,0,905,69
Hemidactylium_scutatum,0,1203,87
Hemidactylium_scutatum,0,1258,124
Hemidactylium_scutatum,0,1292,141
Hemidactylium_scutatum,0,1550,85
Hemidactylium_scutatum,0,1381,116
Hemidactylium_scutatum,0,1211,104
Hemidactylium_scutatum,0,1223,99
Hemidactylium_scutatum,0,1335,204
Hemidactylium_scutatum,0,1359,142
Hemidactylium_scutatum,0,1040,127
Hemidactylium_scutatum,0,999,129
Hemidactylium_scutatum,0,1147,183
Hemidactylium_scutatum,0,1415,104
Hemidactylium_scutatum,0,1460,113
Hemidactylium_scutatum,0,1469,156
Hemidactylium_scutatum,0,1025,58
Hemidactylium_scutatum,0,955,104
Hemidactylium_scutatum,0,834,73
Hemidactylium_scutatum,0,1374,124
Hemidactylium_scutatum,0,1198,137
Hemidactylium_scutatum,0,1115,95
Hemidactylium_scutatum,0,1036,92
Hemidactylium_scutatum,0,992,107
Hemidactylium_scutatum,0,1548,125
Hemidactylium_scutatum,0,858,198
Hemidactylium_scutatum,0,784,82
Hemidactylium_scutatum,0,1530,186
Hemidactylium_scutatum,0,1032,106
Hemidactylium_scutatum,0,1141,115
Hemidactylium_scutatum,0,1177,130
Hemidactylium_scutatum,0,1161,80
Hemidactylium_scutatum,0,980,54
Hemidactylium_scutatum,0,1463,194
Hemidactylium_scutatum,0,1068,75
Hemidactylium_scutatum,0,1452,165
Hemidactylium_scutatum,0,1435,102
Hemidactylium_scutatum,0,930,70
Hemidactylium_scutatum,0,936,93
Hemidactylium_scutatum,0,1008,109
Hemidactylium_scutatum,0,1075,103
Hemidactylium_scutatum,0,1429,151
Hemidactylium_scutatum,0,1621,194
Hemidactylium_scutatum,0,1479,106
Hemidactylium_scutatum,0,1239,173
Hemidactylium_scutatum,0,1134,104
Hemidactylium_scutatum,0,1463,151
Hemidactylium_scutatum,0,1443,139
Hemidactylium_scutatum,0,866,60
Hemidactylium_scutatum,0,1188,130
Hemidactylium_scutatum,0,1280,96
Hemidactylium_scutatum,0,927,71
Hemidactylium_scutatum,0,1459,97
Hemidactylium_scutatum,0,1141,144
Hemidactylium_scutatum,0,1292,141
Hemidactylium_scutatum,0,1239,117
Hemidactylium_scutatum,0,930,68
Hemidactylium_scutatum,0,1147,79
Hemidactylium_scutatum,0,1296,127
Hemidactylium_scutatum,0,1407,124
Hemidactylium_scutatum,0,1452,97
Hemidactylium_scutatum,0,1515,193
Hemidactylium_scutatum,0,823,198
Hemidactylium_scutatum,0,1321,158
Hemidactylium_scutatum,0,1479,106
Hemidactylium_scutatum,0,1049,111
Hemidactylium_scutatum,0,1463,194
Hemidactylium_scutatum,0,1210,87
Hemidactylium_scutatum,0,1022,107
Hemidactylium_scutatum,0,1100,125
Hemidactylium_scutatum,0,967,100
Hemidactylium_scutatum,0,1290,170
Hemidactylium_scutatum,0,1134,130
Hemidactylium_scutatum,0,1082,114
Hemidactylium_scutatum,0,1308,76
Hemidactylium_scutatum,0,1282,116
Hemidactylium_scutatum,0,1656,116
Hemidactylium_scutatum,0,1481,147
Hemidactylium_scutatum,0,1409,129
Hemidactylium_scutatum,0,1062,38
Hemidactylium_scutatum,0,1022,70
Hemidactylium_scutatum,0,1182,96
Hemidactylium_scutatum,0,1299,98
Hemidactylium_scutatum,0,1007,105
Hemidactylium_scutatum,0,1646,125
Hemidactylium_scutatum,0,1568,146
Hemidactylium_scutatum,0,1237,130
Hemidactylium_scutatum,0,1257,114
Hemidactylium_scutatum,0,1136,118
Hemidactylium_scutatum,0,1237,151
Hemidactylium_scutatum,0,1329,93
Hemidactylium_scutatum,0,955,116
Hemidactylium_scutatum,0,1026,81
Hemidactylium_scutatum,0,948,98
Hemidactylium_scutatum,0,1088,139
Hemidactylium_scutatum,0,1131,122
Hemidactylium_scutatum,0,1190,71
Hemidactylium_scutatum,0,1329,93
Hemidactylium_scutatum,0,1479,154
Hemidactylium_scutatum,0,1348,93
Hemidactylium_scutatum,0,1063,71
Hemidactylium_scutatum,0,1712,99
Hemidactylium_scutatum,0,1146,117
Hemidactylium_scutatum,0,1083,81
Hemidactylium_scutatum,0,1524,192
Hemidactylium_scutatum,0,1129,128
Hemidactylium_scutatum,0,1201,124
Hemidactylium_scutatum,0,966,94
Hemidactylium_scutatum,0,1510,194
Hemidactylium_scutatum,0,1483,195
Hemidactylium_scutatum,0,1431,151
Hemidactylium_scutatum,0,1326,126
Hemidactylium_scutatum,0,1129,92
Hemidactylium_scutatum,0,1179,133
Hemidactylium_scutatum,0,991,97
Hemidactylium_scutatum,0,1392,153
Hemidactylium_scutatum,0,960,106
Hemidactylium_scutatum,0,1063,120
Hemidactylium_scutatum,0,1041,57
Hemidactylium_scutatum,0,1127,139
Hemidactylium_scutatum,0,1436,174
Hemidactylium_scutatum,0,1159,148
Hemidactylium_scutatum,0,1007,73
Hemidactylium_scutatum,0,1453,192
Hemidactylium_scutatum,0,1087,101
Hemidactylium_scutatum,0,1253,105
Hemidactylium_scutatum,0,1542,124
Hemidactylium_scutatum,0,1421,155
Hemidactylium_scutatum,0,1414,153
Hemidactylium_scutatum,0,872,59
Hemidactylium_scutatum,0,1166,117
Hemidactylium_scutatum,0,967,96
Hemidactylium_scutatum,0,1033,98
Hemidactylium_scutatum,0,987,124
Hemidactylium_scutatum,0,992,107
Hemidactylium_scutatum,0,1310,150
Hemidactylium_scutatum,0,924,69
Hemidactylium_scutatum,0,1010,128
Hemidactylium_scutatum,0,840,83
Hemidactylium_scutatum,0,1010,117
Hemidactylium_scutatum,0,1142,80
Hemidactylium_scutatum,0,1442,155
Hemidactylium_scutatum,0,1460,113
Hemidactylium_scutatum,0,1326,122
Hemidactylium_scutatum,0,1455,154
Hemidactylium_scutatum,0,1131,152
Hemidactylium_scutatum,0,910,74
Hemidactylium_scutatum,0,1126,143
Hemidactylium_scutatum,0,1190,140
Hemidactylium_scutatum,0,1078,112
Hemidactylium_scutatum,0,1654,112
Hemidactylium_scutatum,0,1163,105
Hemidactylium_scutatum,0,1201,79
Hemidactylium_scutatum,0,1071,113
Hemidactylium_scutatum,0,1533,192
Hemidactylium_scutatum,0,1170,132
Hemidactylium_scutatum,0,1380,154
Hemidactylium_scutatum,0,1071,125
Hemidactylium_scutatum,0,1332,137
Hemidactylium_scutatum,0,1056,118
Hemidactylium_scutatum,0,1575,194
Hemidactylium_scutatum,0,1414,178
Hemidactylium_scutatum,0,1347,78
Hemidactylium_scutatum,0,1118,139
Hemidactylium_scutatum,0,1642,124
Hemidactylium_scutatum,0,1550,85
Hemidactylium_scutatum,0,1132,133
Hemidactylium_scutatum,0,1218,122
Hemidactylium_scutatum,0,1440,113
Hemidactylium_scutatum,0,1504,117
Hemidactylium_scutatum,0,1159,116
Hemidactylium_scutatum,0,1202,99
Hemidactylium_scutatum,0,1642,127
Hemidactylium_scutatum,0,1148,154
Hemidactylium_scutatum,0,1028,89
Hemidactylium_scutatum,0,1128,78
Hemidactylium_scutatum,0,1221,86
Hemidactylium_scutatum,0,1158,148
Hemidactylium_scutatum,0,1158,129
Hemidactylium_scutatum,0,999,129
Hemidactylium_scutatum,0,1479,193
Hemidactylium_scutatum,0,907,48
Hemidactylium_scutatum,0,1138,121
Hemidactylium_scutatum,0,1068,69
Hemidactylium_scutatum,0,1114,107
Hemidactylium_scutatum,0,1068,69
Hemidactylium_scutatum,0,1571,129
Hemidactylium_scutatum,0,1379,153
Hemidactylium_scutatum,0,1325,156
Hemidactylium_scutatum,0,1439,150
Hemidactylium_scutatum,0,1115,147
Hemidactylium_scutatum,0,1262,157
Hemidactylium_scutatum,0,1400,155
Hemidactylium_scutatum,0,1373,175
Hemidactylium_scutatum,0,1479,150
Hemidactylium_scutatum,0,1184,167
Hemidactylium_scutatum,0,1439,150
Hemidactylium_scutatum,0,1329,165
Hemidactylium_scutatum,0,1034,100
Hemidactylium_scutatum,0,1282,106
Hemidactylium_scutatum,0,1528,196
Hemidactylium_scutatum,0,1126,96
Hemidactylium_scutatum,0,801,78
Hemidactylium_scutatum,0,907,66
Hemidactylium_scutatum,0,1144,81
Hemidactylium_scutatum,0,1445,104
Hemidactylium_scutatum,0,1053,106
Hemidactylium_scutatum,0,1009,114
Hemidactylium_scutatum,0,941,75
Hemidactylium_scutatum,0,1485,150
Hemidactylium_scutatum,0,1164,146
Hemidactylium_scutatum,0,1542,197
Hemidactylium_scutatum,0,1324,146
Hemidactylium_scutatum,0,1485,194
Hemidactylium_scutatum,0,1270,82
Hemidactylium_scutatum,0,1155,121
Hemidactylium_scutatum,0,1527,146
Hemidactylium_scutatum,0,1346,148
Hemidactylium_scutatum,0,1701,102
Hemidactylium_scutatum,0,1082,116
Hemidactylium_scutatum,0,1297,177
Hemidactylium_scutatum,0,1079,127
Hemidactylium_scutatum,0,1227,106
Hemidactylium_scutatum,0,1082,131
Hemidactylium_scutatum,0,1346,142
Hemidactylium_scutatum,0,1228,63
Hemidactylium_scutatum,0,1127,145
Hemidactylium_scutatum,0,1162,147
Hemidactylium_scutatum,0,1212,111
Hemidactylium_scutatum,0,1588,127
Hemidactylium_scutatum,0,1326,157
Hemidactylium_scutatum,0,1109,83
Hemidactylium_scutatum,0,1315,157
Hemidactylium_scutatum,0,1551,183
Hemidactylium_scutatum,0,1347,78
Hemidactylium_scutatum,0,1455,142
Hemidactylium_scutatum,0,794,86
Hemidactylium_scutatum,0,897,83
Hemidactylium_scutatum,0,1245,102
Hemidactylium_scutatum,0,987,91
Hemidactylium_scutatum,0,934,67
Hemidactylium_scutatum,0,1042,100
Hemidactylium_scutatum,0,1485,194
Hemidactylium_scutatum,0,1355,142
Hemidactylium_scutatum,0,1513,141
Hemidactylium_scutatum,0,1697,102
Hemidactylium_scutatum,0,992,107
Hemidactylium_scutatum,0,1119,91
Hemidactylium_scutatum,0,1303,116
Hemidactylium_scutatum,0,1394,109
Hemidactylium_scutatum,0,1320,179
Hemidactylium_scutatum,0,947,109
Hemidactylium_scutatum,0,1259,132
Hemidactylium_scutatum,0,1424,164
Hemidactylium_scutatum,0,1153,121
Hemidactylium_scutatum,0,1475,194
Hemidactylium_scutatum,0,1622,89
Hemidactylium_scutatum,0,1061,130
Hemidactylium_scutatum,0,1416,162
Hemidactylium_scutatum,0,1188,104
Hemidactylium_scutatum,0,1611,92
Hemidactylium_scutatum,0,1279,133
Hemidactylium_scutatum,0,1006,131
Hemidactylium_scutatum,0,1381,116
Hemidactylium_scutatum,0,1086,123
Hemidactylium_scutatum,0,1387,85
Hemidactylium_scutatum,0,1188,91
Hemidactylium_scutatum,0,1264,179
Hemidactylium_scutatum,0,1447,192
Hemidactylium_scutatum,0,1063,108
Hemidactylium_scutatum,0,1308,76
Hemidactylium_scutatum,0,1485,194
Hemidactylium_scutatum,0,1433,192
Hemidactylium_scutatum,0,963,95
Hemidactylium_scutatum,0,1079,127
Hemidactylium_scutatum,0,1527,146
Hemidactylium_scutatum,0,1623,188
Hemidactylium_scutatum,0,1250,122
Hemidactylium_scutatum,0,1161,63
Hemidactylium_scutatum,0,993,104
Hemidactylium_scutatum,0,1197,136
Hemidactylium_scutatum,0,1546,108
Hemidactylium_scutatum,0,976,110
Hemidactylium_scutatum,0,1105,108
Hemidactylium_scutatum,0,964,97
Hemidactylium_scutatum,0,1488,193
Hemidactylium_scutatum,0,1302,159
Hemidactylium_scutatum,0,989,125
Hemidactylium_scutatum,0,1040,127
Hemidactylium_scutatum,0,1429,151
Hemidactylium_scutatum,0,1055,73
Hemidactylium_scutatum,0,1459,97
Hemidactylium_scutatum,0,1253,135
Hemidactylium_scutatum,0,1346,198
Hemidactylium_scutatum,0,1314,159
Hemidactylium_scutatum,0,839,58
Hemidactylium_scutatum,0,1462,193
Hemidactylium_scutatum,0,1386,174
Hemidactylium_scutatum,0,876,84
Hemidactylium_scutatum,0,1070,89
Hemidactylium_scutatum,0,1038,111
Hemidactylium_scutatum,0,1658,142
Hemidactylium_scutatum,0,1112,133
Hemidactylium_scutatum,0,1417,166
Hemidactylium_scutatum,0,1007,83
Hemidactylium_scutatum,0,1128,129
Hemidactylium_scutatum,0,1016,97
Hemidactylium_scutatum,0,1484,153
Hemidactylium_scutatum,0,1111,131
Hemidactylium_scutatum,0,1240,124
Hemidactylium_scutatum,0,1195,137
Hemidactylium_scutatum,0,1495,195
Hemidactylium_scutatum,0,1561,144
Hemidactylium_scutatum,0,1094,114
Hemidactylium_scutatum,0,1240,175
Hemidactylium_scutatum,0,1384,148
Hemidactylium_scutatum,0,1148,153
Hemidactylium_scutatum,0,1058,130
Hemidactylium_scutatum,0,1600,128
Hemidactylium_scutatum,0,1076,74
Hemidactylium_scutatum,0,1075,103
Hemidactylium_scutatum,0,1229,97
Hemidactylium_scutatum,0,1032,89
Hemidactylium_scutatum,0,1218,86
Hemidactylium_scutatum,0,997,113
Hemidactylium_scutatum,0,1773,131
Hemidactylium_scutatum,0,1946,102
Hemidactylium_scutatum,0,1997,98
Hemidactylium_scutatum,0,1871,114
Hemidactylium_scutatum,0,1738,119
Hemidactylium_scutatum,0,1832,98
Hemidactylium_scutatum,0,1909,100
Hemidactylium_scutatum,0,1849,114
Hemidactylium_scutatum,0,1736,77
Hemidactylium_scutatum,0,1810,108
Hemidactylium_scutatum,0,1737,115
Hemidactylium_scutatum,0,1747,91
Hemidactylium_scutatum,0,1757,101
Hemidactylium_scutatum,0,1903,125
Hemidactylium_scutatum,0,1768,92
Hemidactylium_scutatum,0,1791,99
Hemidactylium_scutatum,0,1725,106
Hemidactylium_scutatum,0,1794,95
Hemidactylium_scutatum,0,1732,89
Hemidactylium_scutatum,0,1770,89
Hemidactylium_scutatum,0,1802,87
Hemidactylium_scutatum,0,1802,87
Hemidactylium_scutatum,0,1802,87
Hemidactylium_scutatum,0,1985,84
Hemidactylium_scutatum,0,1725,109
Hemidactylium_scutatum,0,1907,118
Hemidactylium_scutatum,0,1940,102
Hemidactylium_scutatum,0,1731,137
Hemidactylium_scutatum,0,1998,104
Hemidactylium_scutatum,0,1810,108
Hemidactylium_scutatum,0,1754,93
Hemidactylium_scutatum,0,1862,130
Hemidactylium_scutatum,0,1828,104
Hemidactylium_scutatum,0,2040,105
Hemidactylium_scutatum,0,1849,121
Hemidactylium_scutatum,0,1903,125
Hemidactylium_scutatum,0,1953,84
Hemidactylium_scutatum,0,1970,100
Hemidactylium_scutatum,0,1940,102
Hemidactylium_scutatum,0,1735,99
Hemidactylium_scutatum,0,1994,109
Hemidactylium_scutatum,0,1735,99
Hemidactylium_scutatum,0,1890,81
Hemidactylium_scutatum,0,1308,207
Hemidactylium_scutatum,0,1894,125
Hemidactylium_scutatum,0,1784,92
Hemidactylium_scutatum,0,1903,125
Hemidactylium_scutatum,0,1877,82
Hemidactylium_scutatum,0,1725,87
Hemidactylium_scutatum,0,1757,106
Hemidactylium_scutatum,0,1847,83
Hemidactylium_scutatum,0,1724,108
Hemidactylium_scutatum,0,1802,87
Hemidactylium_scutatum,0,1880,93
Hemidactylium_scutatum,0,1747,91
Hemidactylium_scutatum,0,1907,110
Hemidactylium_scutatum,0,1791,95
Hemidactylium_scutatum,0,1770,89
Hemidactylium_scutatum,0,1798,127
Hemidactylium_scutatum,0,1735,99
Hemidactylium_scutatum,0,1833,125
Hemidactylium_scutatum,0,1736,77
Hemidactylium_scutatum,0,1831,95
Hemidactylium_scutatum,0,721,179
Hemidactylium_scutatum,0,2016,106
Hemidactylium_scutatum,0,2036,111
Hemidactylium_scutatum,0,1802,87
Hemidactylium_scutatum,0,1972,83
Hemidactylium_scutatum,0,1998,104
Hemidactylium_scutatum,0,1747,91
Hemidactylium_scutatum,0,1732,89
Hemidactylium_scutatum,0,1747,133
Hemidactylium_scutatum,0,1779,89
Hemidactylium_scutatum,0,2040,105
Hemidactylium_scutatum,0,1791,99
Hemidactylium_scutatum,0,1890,81
Hemidactylium_scutatum,0,1732,89
Hemidactylium_scutatum,0,1832,98
Hemidactylium_scutatum,0,1871,114
Hemidactylium_scutatum,0,1943,94
Hemidactylium_scutatum,0,1802,87
Hemidactylium_scutatum,0,1737,106
Hemidactylium_scutatum,0,1995,100
Hemidactylium_scutatum,0,1909,100
Hemidactylium_scutatum,0,1894,90
Hemidactylium_scutatum,0,2008,105
Hemidactylium_scutatum,0,1810,108
Hemidactylium_scutatum,0,1723,95
Hemidactylium_scutatum,0,1942,120
Hemidactylium_scutatum,0,1735,99
Hemidactylium_scutatum,0,1797,120
Hemidactylium_scutatum,0,1824,122
Hemidactylium_scutatum,0,1916,117
Hemidactylium_scutatum,0,1941,119
Hemidactylium_scutatum,0,1943,94
Hemidactylium_scutatum,0,1833,125
Hemidactylium_scutatum,0,1977,112
Hemidactylium_scutatum,0,1966,110
Hemidactylium_scutatum,0,1966,110
Hemidactylium_scutatum,0,1915,97
